Customer_ID,Service_ID
1,301011001
2,300000110
3,200100001
4,201101101
5,200011001
6,300011111
7,211111111
8,210010000
9,110000001
10,311111111
11,310011001
12,211111111
13,200000001
14,211101001
15,111110001
16,201100111
17,110111111
18,200000001
19,110100101
20,300000001
21,400000000
22,201101001
23,200001001
24,400000000
25,400000000
26,110000001
27,201111110
28,400000000
29,400000000
30,400000000
31,200001111
32,400000000
33,211111111
34,400000000
35,310110001
36,400000000
37,210001001
38,211001001
39,400000000
40,200000001
41,110000001
42,101111111
43,400000000
44,311100001
45,111110001
46,101111111
47,301000001
48,200111111
49,100000001
50,200011110
51,111111000
52,200011111
53,200001101
54,201101111
55,201001100
56,300000001
57,110000111
58,400000000
59,201101101
60,201111111
61,100100001
62,101100111
63,211111111
64,400000000
65,200101111
66,201001111
67,200101001
68,310111111
69,301111111
70,201101111
71,400000000
72,201111110
73,111100001
74,210001001
75,110010001
76,200000011
77,111111111
78,200111111
79,110010111
80,200101111
81,400000000
82,201000110
83,211010001
84,100111111
85,201001001
86,201111101
87,201000001
88,400000000
89,211001001
90,201100001
91,400000000
92,200011111
93,200001111
94,200000001
95,110010001
96,211111111
97,400000000
98,200001001
99,400000000
100,210111101
101,400000000
102,201001001
103,211111111
104,211111111
105,200001111
106,210000001
107,400000000
108,310010001
109,111001101
110,211011111
111,200000110
112,200000001
113,200000101
114,210100000
115,210001111
116,211111111
117,400000000
118,400000000
119,211111111
120,210111111
121,400000000
122,301001111
123,301111111
124,211100000
125,201001111
126,400000000
127,201100011
128,200100111
129,400000000
130,210000001
131,110001111
132,300000011
133,400000000
134,300000001
135,201000111
136,100110001
137,111110001
138,110010001
139,111111001
140,200010001
141,200100001
142,110100111
143,200101001
144,200001111
145,211011111
146,311111111
147,211000000
148,111111111
149,400000000
150,300000001
151,211011001
152,101011111
153,211111111
154,311110111
155,301000001
156,200000111
157,101100011
158,310000001
159,201100111
160,300001011
161,300111111
162,310011001
163,400000000
164,200000001
165,210101111
166,200111111
167,211111111
168,400000000
169,400000000
170,111110001
171,311101111
172,100001001
173,300011110
174,400000000
175,201101111
176,400000000
177,100010001
178,111000001
179,111100001
180,101111111
181,200001111
182,100111001
183,101010110
184,101111001
185,111111111
186,400000000
187,201101111
188,100100110
189,400000000
190,110010000
191,200011111
192,400000000
193,201011101
194,101110001
195,201001111
196,311111111
197,400000000
198,110000001
199,200001110
200,311000000
201,200100111
202,200001010
203,400000000
204,101001001
205,211110111
206,210011111
207,100000001
208,110000001
209,400000000
210,301001111
211,200101110
212,200101110
213,200101111
214,200000001
215,201011111
216,201101111
217,200000001
218,201000001
219,311010000
220,110111111
221,111111000
222,201101110
223,111100001
224,200001111
225,201111111
226,400000000
227,200111110
228,400000000
229,200111101
230,300000001
231,201111001
232,400000000
233,111111110
234,400000000
235,200000111
236,211011111
237,111111111
238,201101111
239,200110001
240,211100000
241,400000000
242,200000001
243,311100001
244,110000000
245,400000000
246,300000001
247,100001001
248,210001111
249,300011011
250,111010011
251,211111111
252,200101001
253,200010111
254,311100001
255,111101111
256,201101101
257,400000000
258,110111111
259,311101111
260,110100111
261,400000000
262,210000001
263,200000001
264,210101111
265,400000000
266,400000000
267,101010011
268,200001111
269,200001101
270,400000000
271,210101110
272,201101111
273,400000000
274,400000000
275,200000011
276,201001111
277,201101001
278,211101111
279,201000111
280,100001000
281,110110001
282,100000001
283,201001001
284,100000001
285,200101101
286,111100001
287,400000000
288,200101110
289,100010001
290,400000000
291,400000000
292,200101001
293,100000001
294,200001111
295,200001111
296,200101111
297,110111111
298,201000000
299,301110001
300,101101111
301,100000001
302,201110111
303,400000000
304,211111101
305,310100110
306,201001111
307,201010001
308,111011111
309,200000001
310,300110000
311,111101111
312,201110001
313,400000000
314,400000000
315,100000110
316,400000000
317,200111111
318,210101111
319,100101111
320,201000001
321,201111111
322,200101111
323,400000000
324,200101101
325,100001111
326,400000000
327,400000000
328,211001001
329,400000000
330,100111111
331,210111001
332,400000000
333,200000001
334,300010001
335,200000011
336,200000111
337,200100000
338,310011111
339,200100101
340,400000000
341,200100001
342,400000000
343,200000001
344,400000000
345,200000001
346,200101101
347,110110001
348,200000000
349,201101111
350,400000000
351,211100001
352,400000000
353,110010001
354,400000000
355,200000001
356,201101111
357,101111001
358,200000111
359,311100001
360,200000001
361,211111111
362,111010001
363,200000001
364,201100000
365,101101001
366,211101111
367,400000000
368,111001111
369,210000001
370,310000111
371,400000000
372,201000001
373,101011111
374,101111001
375,300110001
376,400000000
377,111011001
378,400000000
379,111110001
380,200001111
381,200110111
382,111110111
383,211111001
384,111100001
385,110100111
386,400000000
387,201100001
388,210110111
389,201101101
390,201100111
391,211100011
392,301000111
393,211100111
394,201000001
395,200101001
396,400000000
397,311111001
398,201100001
399,310000000
400,400000000
401,211100001
402,201101111
403,200000001
404,100001111
405,301111011
406,310001111
407,400000000
408,101011111
409,400000000
410,101101111
411,400000000
412,200001111
413,100000001
414,400000000
415,300000001
416,110110111
417,200000000
418,210000001
419,210111111
420,200001001
421,400000000
422,400000000
423,201000001
424,300010001
425,400000000
426,300000011
427,210010110
428,310000001
429,310001001
430,400000000
431,400000000
432,310111001
433,210001001
434,101011001
435,200000001
436,210000111
437,201100111
438,211101001
439,400000000
440,210010000
441,210000000
442,200000001
443,201000001
444,201101111
445,110111001
446,200101111
447,100100001
448,110010000
449,100111111
450,400000000
451,110010000
452,100000000
453,201001111
454,200101001
455,100110111
456,110000001
457,210010111
458,400000000
459,400000000
460,201100101
461,100001001
462,110110111
463,211111111
464,201101111
465,200000001
466,310011110
467,200101111
468,200011001
469,310001111
470,200000001
471,311100111
472,201110001
473,200101001
474,400000000
475,211101111
476,200101111
477,200111111
478,301010000
479,200000111
480,311101111
481,200001111
482,310110111
483,201001111
484,400000000
485,301111001
486,110000111
487,300011001
488,200000001
489,210010111
490,110110001
491,200111111
492,200000001
493,200000000
494,301111110
495,300000100
496,110111111
497,200101110
498,201111001
499,201100001
500,111111110
501,211000111
502,400000000
503,400000000
504,110000000
505,300011111
506,310101111
507,211100111
508,300010001
509,201100001
510,111010111
511,100111111
512,111111111
513,210010001
514,300000011
515,211111111
516,100001101
517,210101001
518,400000000
519,400000000
520,200101111
521,100110001
522,100100111
523,400000000
524,311111111
525,111100111
526,210111111
527,200111001
528,110001001
529,311011111
530,100001001
531,400000000
532,200101111
533,400000000
534,400000000
535,201101101
536,101001001
537,400000000
538,400000000
539,210000001
540,400000000
541,211101111
542,111111111
543,400000000
544,300000001
545,100000001
546,400000000
547,310010001
548,111001110
549,310111001
550,301000000
551,200000001
552,100101111
553,200111111
554,400000000
555,300111111
556,201000001
557,101110001
558,100000111
559,101111111
560,101001110
561,211000111
562,400000000
563,400000000
564,400000000
565,210101001
566,400000000
567,400000000
568,201111111
569,100011001
570,311111111
571,400000000
572,111111111
573,200000001
574,100000111
575,300000001
576,200001001
577,400000000
578,110110111
579,201001111
580,110110001
581,211001111
582,211110111
583,400000000
584,100101001
585,400000000
586,201011111
587,211111110
588,111010001
589,300111111
590,210000011
591,211011111
592,200101001
593,310010000
594,400000000
595,200101111
596,310010111
597,110000111
598,200000111
599,200100111
600,200010111
601,210101111
602,211000001
603,200101111
604,400000000
605,311110001
606,210101101
607,100000001
608,200011111
609,201101111
610,300001110
611,400000000
612,310010111
613,200101111
614,200001111
615,200101111
616,210011111
617,400000000
618,400000000
619,211111111
620,211111101
621,310000001
622,111110111
623,200000111
624,310100111
625,200001101
626,201101101
627,200000111
628,201001001
629,201000100
630,200000001
631,400000000
632,200100010
633,100100001
634,200000111
635,110000001
636,200100111
637,311111001
638,211001111
639,400000000
640,400000000
641,300110000
642,200101111
643,201000000
644,101111111
645,200101111
646,111011110
647,200101111
648,301000001
649,200001010
650,201000001
651,210001110
652,101010001
653,200101110
654,400000000
655,200000001
656,211100111
657,200111111
658,211101111
659,400000000
660,200011111
661,400000000
662,200000011
663,400000000
664,300001111
665,400000000
666,400000000
667,311101001
668,111111111
669,101000001
670,300011001
671,200101111
672,100100001
673,101001111
674,100010001
675,311110110
676,100001001
677,110000001
678,101110001
679,300010001
680,100000001
681,400000000
682,210001101
683,400000000
684,200101111
685,201001101
686,400000000
687,400000000
688,200000001
689,201011111
690,201110000
691,400000000
692,110101111
693,100000011
694,200001110
695,200000001
696,200000001
697,110111111
698,200011101
699,400000000
700,200000001
701,111110111
702,201101111
703,111011111
704,400000000
705,400000000
706,200000011
707,101010001
708,211111111
709,400000000
710,400000000
711,200000000
712,400000000
713,101100001
714,400000000
715,400000000
716,400000000
717,211111111
718,400000000
719,211110101
720,210111111
721,200000001
722,201011001
723,400000000
724,400000000
725,400000000
726,200000111
727,400000000
728,201111111
729,400000000
730,200101101
731,200000000
732,101000001
733,400000000
734,111111111
735,200000001
736,400000000
737,200000001
738,400000000
739,400000000
740,111010111
741,111110111
742,301010001
743,400000000
744,211011111
745,211111000
746,200101111
747,200100001
748,400000000
749,400000000
750,301110111
751,201011001
752,201001111
753,200000001
754,110100001
755,400000000
756,400000000
757,110101111
758,400000000
759,101001111
760,100000001
761,101000111
762,201011111
763,400000000
764,211101111
765,201000101
766,211011111
767,301000001
768,210101111
769,111010000
770,101010000
771,101001111
772,200000001
773,111000001
774,100000001
775,400000000
776,400000000
777,201011111
778,400000000
779,101010001
780,201111111
781,400000000
782,101111111
783,101110111
784,100111110
785,400000000
786,200001111
787,300010001
788,200000111
789,211001001
790,210111111
791,101001001
792,111011001
793,400000000
794,200000001
795,400000000
796,201111110
797,311101001
798,210111111
799,400000000
800,400000000
801,201011110
802,211010001
803,201100001
804,400000000
805,111000111
806,200100111
807,200101001
808,200010111
809,111010001
810,400000000
811,400000000
812,100011001
813,200001001
814,111111111
815,211100011
816,110111111
817,200001111
818,400000000
819,200001110
820,200000001
821,200000001
822,200000101
823,110010001
824,100011001
825,210100001
826,400000000
827,100000001
828,300100001
829,111110111
830,210000111
831,100010001
832,400000000
833,201001001
834,310110110
835,210111111
836,201000001
837,201101111
838,400000000
839,200000001
840,110010111
841,400000000
842,400000000
843,400000000
844,200000111
845,400000000
846,301000001
847,311111111
848,210101111
849,200000001
850,211111111
851,300011001
852,400000000
853,200001101
854,400000000
855,400000000
856,400000000
857,400000000
858,400000000
859,400000000
860,101000001
861,400000000
862,101000011
863,210000000
864,201001101
865,400000000
866,211101101
867,100000110
868,300000111
869,200100001
870,200001111
871,101011111
872,300111111
873,111101001
874,211000101
875,311110111
876,110110001
877,200000101
878,400000000
879,400000000
880,100110101
881,100010001
882,400000000
883,200100101
884,301101001
885,200000111
886,201111111
887,400000000
888,400000000
889,200111100
890,201010001
891,400000000
892,111110111
893,400000000
894,200001101
895,200000001
896,300101111
897,200100001
898,200101111
899,400000000
900,201100111
901,201000001
902,200111111
903,101101111
904,100000001
905,211100001
906,211101110
907,200000001
908,201111111
909,101000001
910,201001111
911,100010001
912,211101001
913,400000000
914,100000001
915,400000000
916,100000001
917,201100000
918,201101111
919,100110001
920,100000001
921,400000000
922,101101001
923,101101001
924,200001001
925,201101111
926,400000000
927,400000000
928,201110111
929,210000000
930,201111111
931,400000000
932,211111110
933,300011110
934,110001001
935,101110001
936,400000000
937,100000001
938,110111110
939,201001111
940,100101001
941,200111111
942,100010001
943,201111111
944,200000001
945,201100111
946,111111001
947,400000000
948,100000110
949,100010111
950,200001111
951,110000001
952,201001001
953,400000000
954,201000001
955,400000000
956,400000000
957,200101001
958,310001110
959,200100001
960,200011111
961,211010001
962,301000001
963,400000000
964,201000001
965,110100001
966,400000000
967,100101111
968,201101101
969,200111111
970,400000000
971,111010001
972,400000000
973,400000000
974,101000001
975,400000000
976,201111101
977,310110111
978,211010001
979,200001101
980,211111001
981,200010001
982,400000000
983,200111111
984,201000001
985,210111110
986,400000000
987,110010001
988,301111111
989,400000000
990,101000001
991,300101111
992,400000000
993,101000001
994,211101111
995,211111110
996,200000001
997,200101111
998,201101111
999,300000111
1000,400000000
1001,200011110
1002,201000011
1003,201001001
1004,211111001
1005,200000001
1006,110000001
1007,310000001
1008,200001111
1009,210110000
1010,200101111
1011,301000001
1012,110111111
1013,400000000
1014,300110111
1015,201101111
1016,400000000
1017,400000000
1018,201101111
1019,201101001
1020,101000001
1021,201001111
1022,310010111
1023,200100001
1024,100000001
1025,211111110
1026,200100001
1027,211000111
1028,210001111
1029,201010111
1030,211111111
1031,400000000
1032,311110111
1033,310111111
1034,400000000
1035,400000000
1036,300000001
1037,400000000
1038,311111110
1039,300000001
1040,211101111
1041,111011001
1042,200001001
1043,200110111
1044,100000001
1045,111001111
1046,201011001
1047,100101001
1048,200110110
